user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score,activeness_score,gamification_score,engagement_depth,churn_risk,churn_prob_score,cluster_id,segment_name
SYN_00181,trial,17,18-24,tier1,8,6,2,23.08,0,1,1,12,0.365,0.78,0.298,0.34,0.523,high,0.0001,0,Moderately Active Users
SYN_00182,paid,90,18-24,tier1,8,19,7,611.35,1,1,1,21,0.374,0.94,0.526,0.717,0.875,low,0.0,0,Moderately Active Users
SYN_00183,paid,49,18-24,tier3,11,18,12,389.73,1,1,1,20,0.648,0.88,0.637,0.656,0.93,low,0.0,0,Moderately Active Users
SYN_00184,paid,13,18-24,tier1,12,5,14,60.27,1,0,1,18,0.553,0.78,0.458,0.344,0.661,medium,0.0,0,Moderately Active Users
SYN_00185,trial,0,35-44,tier1,11,3,1,46.55,0,1,1,22,0.397,0.79,0.304,0.343,0.529,high,0.0001,0,Moderately Active Users
SYN_00186,paid,9,18-24,tier1,9,5,10,155.81,1,1,1,17,0.486,0.77,0.37,0.495,0.897,medium,0.0,0,Moderately Active Users
SYN_00187,paid,36,25-34,tier1,13,18,14,388.66,0,1,1,21,0.601,0.86,0.678,0.674,0.57,low,0.0,0,Moderately Active Users
SYN_00188,trial,0,18-24,tier1,6,6,1,66.11,0,1,1,10,0.334,0.7,0.252,0.334,0.517,high,0.001,0,Moderately Active Users
SYN_00189,paid,115,18-24,tier2,12,21,23,476.02,0,1,1,23,0.295,0.59,0.703,0.766,0.509,low,0.0,0,Moderately Active Users
SYN_00190,churned,124,25-34,tier1,1,1,1,0.0,0,0,1,17,0.094,0.35,0.053,0.081,0.219,critical,0.8051,1,Low Activity Users
SYN_00191,paid,63,35-44,tier3,6,11,17,381.65,0,1,1,2,0.43,0.96,0.444,0.725,0.536,low,0.0,0,Moderately Active Users
SYN_00192,trial,0,25-34,tier1,5,2,1,40.17,0,1,1,14,0.227,0.65,0.158,0.311,0.495,high,0.1086,0,Moderately Active Users
SYN_00193,inactive,32,35-44,tier3,0,0,0,5.05,0,1,0,20,0.049,0.2,0.007,0.193,0.26,critical,0.9998,1,Low Activity Users
SYN_00194,paid,70,18-24,tier1,8,6,21,183.88,0,1,1,23,0.342,0.55,0.417,0.589,0.518,medium,0.0,0,Moderately Active Users
SYN_00195,trial,35,18-24,tier1,5,5,4,40.91,0,1,0,19,0.222,0.66,0.222,0.348,0.294,high,0.0134,1,Low Activity Users
SYN_00196,paid,79,35-44,tier3,10,9,16,165.81,1,1,1,15,0.628,0.78,0.507,0.57,0.926,low,0.0,0,Moderately Active Users
SYN_00197,trial,7,25-34,tier3,5,6,1,45.58,0,1,1,12,0.222,0.49,0.217,0.282,0.494,high,0.0193,0,Moderately Active Users
SYN_00198,paid,72,25-34,tier3,8,7,14,213.22,1,1,1,23,0.647,0.8,0.432,0.575,0.929,medium,0.0,0,Moderately Active Users
SYN_00199,churned,78,18-24,tier3,0,0,2,69.18,0,0,0,23,0.1,0.27,0.028,0.111,0.02,critical,0.9982,1,Low Activity Users
SYN_00200,paid,50,18-24,tier1,6,18,3,519.8,0,1,1,23,0.333,0.67,0.444,0.578,0.517,medium,0.0,0,Moderately Active Users
SYN_00201,churned,105,25-34,tier1,1,0,1,0.0,0,0,0,23,0.098,0.37,0.039,0.085,0.02,critical,0.9882,1,Low Activity Users
SYN_00202,trial,0,35-44,tier3,7,5,1,50.2,0,0,1,11,0.356,0.39,0.257,0.114,0.271,high,0.0224,1,Low Activity Users
SYN_00203,trial,13,18-24,tier1,11,2,5,30.9,0,1,1,19,0.291,0.72,0.298,0.366,0.508,high,0.0001,0,Moderately Active Users
SYN_00204,paid,123,25-34,tier2,14,8,10,377.29,0,1,1,19,0.24,0.56,0.466,0.564,0.498,low,0.0,0,Moderately Active Users
SYN_00205,trial,4,18-24,tier1,10,9,0,66.12,0,1,1,9,0.181,0.82,0.337,0.347,0.486,medium,0.0,0,Moderately Active Users
SYN_00206,trial,0,18-24,tier1,6,6,1,77.09,1,1,1,10,0.31,0.74,0.248,0.348,0.862,high,0.0005,0,Moderately Active Users
SYN_00207,trial,0,25-34,tier2,5,2,1,11.76,0,1,1,9,0.469,0.92,0.194,0.351,0.544,high,0.0031,0,Moderately Active Users
SYN_00208,churned,117,25-34,tier2,0,1,2,9.31,0,0,0,20,0.133,0.34,0.048,0.095,0.027,critical,0.9771,1,Low Activity Users
SYN_00209,trial,8,18-24,tier1,8,6,2,71.55,1,1,1,10,0.379,0.75,0.3,0.358,0.876,high,0.0,0,Moderately Active Users
SYN_00210,paid,141,25-34,tier2,10,23,26,498.62,0,1,1,19,0.276,0.59,0.684,0.811,0.505,low,0.0,0,Moderately Active Users
SYN_00211,inactive,56,18-24,tier1,0,3,0,4.53,0,0,0,5,0.032,0.26,0.05,0.054,0.006,critical,0.9985,1,Low Activity Users
SYN_00212,churned,73,18-24,tier1,1,1,1,57.65,0,0,0,23,0.053,0.29,0.047,0.098,0.011,critical,0.9961,1,Low Activity Users
SYN_00213,inactive,41,35-44,tier3,0,0,0,0.0,0,0,0,19,0.026,0.22,0.004,0.044,0.005,critical,0.9999,1,Low Activity Users
SYN_00214,churned,137,25-34,tier2,0,0,1,21.57,0,0,1,17,0.124,0.36,0.025,0.094,0.225,critical,0.8734,1,Low Activity Users
SYN_00215,paid,6,18-24,tier1,13,5,7,228.59,0,1,1,21,0.581,0.79,0.435,0.501,0.566,medium,0.0,0,Moderately Active Users
SYN_00216,paid,66,18-24,tier1,8,12,29,398.99,1,1,1,5,0.302,0.67,0.552,0.811,0.86,low,0.0,0,Moderately Active Users
SYN_00217,trial,11,18-24,tier1,7,4,4,73.09,0,1,0,16,0.254,0.77,0.246,0.386,0.301,high,0.0043,0,Moderately Active Users
SYN_00218,paid,102,25-34,tier2,7,3,15,173.44,1,1,1,17,0.403,0.71,0.325,0.548,0.881,medium,0.0,0,Moderately Active Users
SYN_00219,trial,1,18-24,tier1,4,3,2,48.51,0,1,1,15,0.232,0.8,0.163,0.357,0.496,high,0.0315,0,Moderately Active Users
SYN_00220,paid,29,18-24,tier1,5,12,15,374.39,0,1,1,8,0.442,0.92,0.431,0.691,0.538,medium,0.0,0,Moderately Active Users
SYN_00221,paid,58,18-24,tier1,12,15,5,376.61,1,1,1,16,0.436,0.63,0.533,0.521,0.887,low,0.0,0,Moderately Active Users
SYN_00222,churned,134,25-34,tier3,0,0,0,18.65,0,0,0,20,0.12,0.39,0.018,0.087,0.024,critical,0.9792,1,Low Activity Users
SYN_00223,paid,95,18-24,tier1,6,9,6,246.88,0,0,1,18,0.414,0.71,0.341,0.333,0.283,medium,0.0,0,Moderately Active Users
SYN_00224,trial,8,35-44,tier3,9,7,1,50.91,0,1,0,9,0.228,0.61,0.303,0.309,0.296,high,0.0011,0,Moderately Active Users
SYN_00225,paid,67,18-24,tier1,19,12,17,273.63,1,1,1,20,0.301,0.67,0.667,0.613,0.86,low,0.0,0,Moderately Active Users
SYN_00226,trial,11,25-34,tier2,4,7,2,84.87,1,1,0,20,0.337,0.65,0.238,0.345,0.667,high,0.0055,0,Moderately Active Users
SYN_00227,inactive,20,35-44,tier3,0,0,1,1.44,0,0,0,21,0.061,0.18,0.016,0.048,0.012,critical,1.0,1,Low Activity Users
SYN_00228,paid,28,35-44,tier3,13,15,3,307.65,0,1,1,14,0.456,0.58,0.54,0.454,0.541,low,0.0,0,Moderately Active Users
SYN_00229,inactive,60,18-24,tier1,1,0,3,20.71,0,0,0,9,0.05,0.32,0.044,0.108,0.01,critical,0.9983,1,Low Activity Users
SYN_00230,churned,85,18-24,tier1,0,1,2,16.7,0,0,0,23,0.049,0.25,0.035,0.081,0.01,critical,0.998,1,Low Activity Users
SYN_00231,trial,11,35-44,tier3,12,8,2,66.54,0,0,1,5,0.205,0.76,0.374,0.208,0.241,medium,0.0,0,Moderately Active Users
SYN_00232,paid,48,18-24,tier1,9,3,26,71.5,0,1,1,17,0.473,0.82,0.441,0.643,0.545,medium,0.0,0,Moderately Active Users
SYN_00233,trial,21,18-24,tier1,12,9,1,99.98,0,1,1,21,0.362,0.82,0.406,0.375,0.522,medium,0.0,0,Moderately Active Users
SYN_00234,paid,51,18-24,tier1,12,13,13,345.99,0,1,1,20,0.343,0.62,0.54,0.594,0.519,low,0.0,0,Moderately Active Users
SYN_00235,paid,52,18-24,tier1,7,5,4,188.55,1,1,1,20,0.537,0.67,0.304,0.423,0.907,medium,0.0,0,Moderately Active Users
SYN_00236,paid,0,18-24,tier1,4,14,1,453.09,0,1,1,7,0.436,0.96,0.352,0.58,0.537,medium,0.0,0,Moderately Active Users
SYN_00237,paid,116,18-24,tier1,13,16,12,397.82,1,1,1,22,0.323,0.55,0.593,0.594,0.865,low,0.0,0,Moderately Active Users
SYN_00238,paid,24,18-24,tier1,13,3,18,76.13,0,1,1,19,0.544,0.79,0.47,0.549,0.559,medium,0.0,0,Moderately Active Users
SYN_00239,paid,32,18-24,tier1,12,17,8,408.13,0,1,1,23,0.588,0.76,0.605,0.596,0.568,low,0.0,0,Moderately Active Users
SYN_00240,paid,74,25-34,tier2,8,10,14,304.86,1,0,1,18,0.542,0.72,0.462,0.454,0.658,medium,0.0,0,Moderately Active Users
SYN_00241,paid,47,18-24,tier1,8,17,17,432.02,0,1,1,19,0.567,0.55,0.59,0.668,0.563,low,0.0,0,Moderately Active Users
SYN_00242,paid,56,18-24,tier1,9,14,13,413.21,0,1,1,18,0.33,0.56,0.501,0.615,0.516,low,0.0,0,Moderately Active Users
SYN_00243,inactive,67,18-24,tier1,1,0,0,0.0,0,0,0,8,0.026,0.29,0.021,0.058,0.005,critical,0.9993,1,Low Activity Users
SYN_00244,trial,24,35-44,tier2,7,11,4,143.85,0,0,1,23,0.513,0.82,0.39,0.281,0.303,medium,0.0,0,Moderately Active Users
SYN_00245,paid,12,25-34,tier1,16,7,8,266.92,1,1,1,8,0.335,0.91,0.487,0.556,0.867,low,0.0,0,Moderately Active Users
SYN_00246,churned,131,18-24,tier1,2,0,0,43.42,0,0,0,21,0.088,0.25,0.048,0.072,0.018,critical,0.9723,1,Low Activity Users
SYN_00247,inactive,5,35-44,tier1,1,0,0,8.07,0,0,0,7,0.02,0.14,0.02,0.032,0.004,critical,1.0,1,Low Activity Users
SYN_00248,paid,62,18-24,tier1,11,13,11,391.58,0,1,1,20,0.341,0.52,0.51,0.574,0.518,low,0.0,0,Moderately Active Users
SYN_00249,paid,49,35-44,tier3,11,9,23,292.32,0,1,1,22,0.429,0.61,0.54,0.678,0.536,low,0.0,0,Moderately Active Users
SYN_00250,trial,29,18-24,tier1,3,7,0,51.37,1,1,1,18,0.247,1.0,0.195,0.376,0.849,high,0.0003,0,Moderately Active Users
SYN_00251,paid,29,35-44,tier1,14,8,17,311.34,1,1,1,11,0.276,0.58,0.516,0.614,0.855,medium,0.0,0,Moderately Active Users
SYN_00252,paid,111,18-24,tier1,9,5,8,188.36,0,1,1,15,0.452,0.68,0.352,0.471,0.54,medium,0.0,0,Moderately Active Users
SYN_00253,paid,106,18-24,tier1,14,19,11,353.86,1,1,1,18,0.403,0.51,0.661,0.553,0.881,low,0.0,0,Moderately Active Users
SYN_00254,trial,0,18-24,tier1,11,6,1,23.77,0,1,1,19,0.352,0.78,0.342,0.329,0.52,high,0.0,0,Moderately Active Users
SYN_00255,paid,90,18-24,tier1,5,9,8,315.26,1,1,1,19,0.431,0.75,0.339,0.548,0.886,medium,0.0,0,Moderately Active Users
SYN_00256,paid,14,25-34,tier2,17,7,13,272.74,1,1,1,6,0.458,0.89,0.555,0.611,0.892,low,0.0,0,Moderately Active Users
SYN_00257,inactive,34,18-24,tier3,0,2,0,13.59,0,1,0,15,0.151,0.28,0.053,0.213,0.28,critical,0.9969,1,Low Activity Users
SYN_00258,trial,0,25-34,tier1,11,3,1,28.71,0,0,0,11,0.335,0.62,0.294,0.15,0.067,high,0.0064,1,Low Activity Users
SYN_00259,paid,9,18-24,tier1,6,4,10,89.94,1,1,1,16,0.493,0.71,0.303,0.45,0.899,high,0.0001,0,Moderately Active Users
SYN_00260,paid,117,25-34,tier2,9,17,26,462.9,1,1,1,18,0.219,0.45,0.613,0.765,0.844,low,0.0,0,Moderately Active Users
SYN_00261,churned,116,18-24,tier1,0,0,0,9.08,0,0,0,23,0.0,0.1,0.0,0.025,0.0,critical,0.9995,1,Low Activity Users
SYN_00262,trial,0,18-24,tier1,7,9,1,144.85,0,1,1,23,0.469,0.71,0.334,0.376,0.544,medium,0.0,0,Moderately Active Users
SYN_00263,paid,92,25-34,tier2,14,11,15,406.11,0,1,1,20,0.314,0.6,0.554,0.642,0.513,low,0.0,0,Moderately Active Users
SYN_00264,trial,15,18-24,tier1,8,6,3,65.17,0,1,1,7,0.352,0.75,0.302,0.366,0.52,high,0.0001,0,Moderately Active Users
SYN_00265,paid,97,35-44,tier2,12,12,15,377.12,0,1,1,20,0.268,0.55,0.527,0.618,0.504,low,0.0,0,Moderately Active Users
SYN_00266,trial,206,35-44,tier1,0,1,0,30.17,0,0,0,5,0.064,0.26,0.025,0.067,0.013,critical,0.85,1,Low Activity Users
SYN_00267,paid,72,18-24,tier1,8,7,18,152.84,1,1,1,21,0.399,0.5,0.421,0.53,0.88,medium,0.0,0,Moderately Active Users
SYN_00268,paid,40,35-44,tier3,14,9,21,300.52,0,1,1,20,0.395,0.69,0.575,0.675,0.529,low,0.0,0,Moderately Active Users
SYN_00269,trial,15,18-24,tier1,12,5,1,14.65,0,0,0,21,0.301,0.71,0.337,0.161,0.06,high,0.0003,1,Low Activity Users
SYN_00270,churned,54,18-24,tier1,1,0,0,11.74,0,1,0,15,0.117,0.39,0.035,0.234,0.273,critical,0.994,1,Low Activity Users
SYN_00271,inactive,82,35-44,tier1,0,1,0,18.88,0,0,0,23,0.044,0.08,0.022,0.025,0.009,critical,0.9997,1,Low Activity Users
SYN_00272,paid,22,35-44,tier3,15,8,16,312.14,1,1,1,13,0.306,0.6,0.532,0.607,0.861,medium,0.0,0,Moderately Active Users
SYN_00273,paid,83,25-34,tier2,9,17,26,553.6,0,1,1,21,0.266,0.53,0.62,0.826,0.503,low,0.0,0,Moderately Active Users
SYN_00274,trial,7,25-34,tier1,10,1,7,20.26,0,1,0,15,0.327,0.8,0.284,0.399,0.315,high,0.0014,0,Moderately Active Users
SYN_00275,paid,110,18-24,tier1,8,9,6,289.92,1,1,1,21,0.442,0.65,0.38,0.493,0.888,medium,0.0,0,Moderately Active Users
SYN_00276,trial,13,25-34,tier2,5,3,4,42.15,0,0,1,8,0.303,0.85,0.204,0.236,0.261,high,0.0081,0,Moderately Active Users
SYN_00277,trial,165,18-24,tier2,1,1,3,13.29,0,0,1,7,0.089,0.13,0.065,0.067,0.218,critical,0.736,1,Low Activity Users
SYN_00278,inactive,20,35-44,tier3,0,0,0,44.07,0,0,0,8,0.089,0.16,0.013,0.054,0.018,critical,1.0,1,Low Activity Users
SYN_00279,churned,141,18-24,tier2,2,2,1,23.81,0,0,0,22,0.052,0.25,0.079,0.073,0.01,critical,0.8837,1,Low Activity Users
SYN_00280,paid,124,18-24,tier1,6,10,6,286.22,1,1,1,19,0.492,0.72,0.368,0.505,0.898,medium,0.0,0,Moderately Active Users
SYN_00281,trial,0,35-44,tier3,10,6,0,94.8,0,1,1,8,0.294,0.75,0.309,0.347,0.509,high,0.0,0,Moderately Active Users
SYN_00282,churned,148,18-24,tier1,1,1,1,42.16,0,0,0,23,0.136,0.25,0.059,0.082,0.027,critical,0.9199,1,Low Activity Users
SYN_00283,paid,40,18-24,tier1,5,15,19,354.02,1,1,1,8,0.469,0.99,0.505,0.74,0.894,low,0.0,0,Moderately Active Users
SYN_00284,trial,0,18-24,tier2,2,2,0,26.6,0,1,1,8,0.497,0.9,0.14,0.343,0.549,high,0.0303,0,Moderately Active Users
SYN_00285,paid,32,18-24,tier1,12,15,9,446.89,0,1,1,20,0.323,0.59,0.542,0.593,0.515,low,0.0,0,Moderately Active Users
SYN_00286,paid,78,18-24,tier1,5,10,10,301.1,1,1,1,21,0.449,0.67,0.369,0.547,0.89,medium,0.0,0,Moderately Active Users
SYN_00287,inactive,50,18-24,tier1,0,0,0,22.37,0,0,0,13,0.0,0.09,0.0,0.029,0.0,critical,1.0,1,Low Activity Users
SYN_00288,inactive,57,18-24,tier1,1,0,0,15.0,0,0,0,8,0.042,0.32,0.024,0.072,0.008,critical,0.9992,1,Low Activity Users
SYN_00289,paid,57,18-24,tier1,9,8,20,315.09,1,1,1,20,0.357,0.53,0.46,0.639,0.871,medium,0.0,0,Moderately Active Users
SYN_00290,paid,11,18-24,tier3,7,13,7,566.22,1,1,1,20,0.33,0.73,0.412,0.658,0.866,medium,0.0,0,Moderately Active Users
SYN_00291,paid,82,18-24,tier1,8,16,4,577.68,1,1,1,22,0.423,0.88,0.469,0.66,0.885,low,0.0,0,Moderately Active Users
SYN_00292,inactive,64,35-44,tier3,3,0,0,2.05,0,0,0,12,0.0,0.23,0.052,0.047,0.0,critical,0.9984,1,Low Activity Users
SYN_00293,paid,79,18-24,tier1,10,3,17,162.36,1,1,1,22,0.338,0.61,0.38,0.545,0.868,medium,0.0,0,Moderately Active Users
SYN_00294,paid,62,18-24,tier1,9,16,10,351.02,0,1,1,21,0.309,0.5,0.508,0.538,0.512,low,0.0,0,Moderately Active Users
SYN_00295,trial,0,18-24,tier1,7,5,1,53.67,0,1,1,10,0.326,0.37,0.253,0.262,0.515,high,0.0109,0,Moderately Active Users
SYN_00296,paid,41,18-24,tier3,11,9,25,217.89,0,1,1,22,0.399,0.6,0.549,0.661,0.53,medium,0.0,0,Moderately Active Users
SYN_00297,trial,15,18-24,tier1,6,6,6,72.27,0,0,1,18,0.194,0.64,0.263,0.232,0.239,high,0.0028,0,Moderately Active Users
SYN_00298,trial,6,35-44,tier3,10,8,1,59.3,0,0,1,5,0.19,0.79,0.33,0.199,0.238,high,0.0,0,Moderately Active Users
SYN_00299,paid,93,18-24,tier1,7,8,8,317.47,0,1,1,21,0.415,0.78,0.356,0.555,0.533,medium,0.0,0,Moderately Active Users
SYN_00300,paid,21,18-24,tier1,6,13,18,405.42,1,1,1,8,0.424,0.96,0.48,0.748,0.885,low,0.0,0,Moderately Active Users
SYN_00301,trial,29,18-24,tier1,6,9,3,119.4,0,0,1,23,0.463,0.65,0.329,0.224,0.293,high,0.0,0,Moderately Active Users
SYN_00302,inactive,81,18-24,tier1,2,1,0,16.08,0,0,0,19,0.036,0.27,0.055,0.062,0.007,critical,0.9945,1,Low Activity Users
SYN_00303,paid,45,18-24,tier1,10,13,25,309.13,1,1,1,9,0.31,0.66,0.578,0.719,0.862,low,0.0,0,Moderately Active Users
SYN_00304,paid,57,18-24,tier1,9,6,22,213.17,1,1,1,20,0.413,0.54,0.451,0.613,0.883,medium,0.0,0,Moderately Active Users
SYN_00305,paid,95,18-24,tier3,9,3,7,247.8,0,1,1,19,0.486,0.65,0.321,0.483,0.547,medium,0.0,0,Moderately Active Users
SYN_00306,inactive,29,35-44,tier3,0,0,1,0.0,0,0,0,20,0.074,0.28,0.018,0.067,0.015,critical,0.9999,1,Low Activity Users
SYN_00307,inactive,21,35-44,tier3,1,0,0,16.84,0,0,0,2,0.08,0.13,0.03,0.034,0.016,critical,0.9999,1,Low Activity Users
SYN_00308,trial,0,35-44,tier1,6,7,1,61.61,0,1,1,11,0.383,0.84,0.274,0.36,0.527,high,0.0001,0,Moderately Active Users
SYN_00309,paid,71,18-24,tier1,20,11,17,236.19,0,1,1,22,0.277,0.66,0.666,0.592,0.505,low,0.0,0,Moderately Active Users
SYN_00310,churned,75,18-24,tier3,3,1,0,47.01,0,1,0,23,0.131,0.33,0.087,0.24,0.276,critical,0.903,1,Low Activity Users
SYN_00311,paid,12,18-24,tier1,12,16,5,379.39,1,1,1,20,0.551,0.88,0.565,0.572,0.91,low,0.0,0,Moderately Active Users
SYN_00312,trial,9,18-24,tier1,11,7,1,89.28,0,1,1,21,0.365,0.82,0.359,0.37,0.523,medium,0.0,0,Moderately Active Users
SYN_00313,paid,28,35-44,tier3,14,8,25,360.94,0,1,1,23,0.396,0.53,0.586,0.719,0.529,low,0.0,0,Moderately Active Users
SYN_00314,paid,69,18-24,tier2,7,7,15,131.86,0,1,1,18,0.332,0.7,0.374,0.525,0.516,medium,0.0,0,Moderately Active Users
SYN_00315,trial,0,18-24,tier1,11,8,1,112.19,0,1,1,20,0.359,0.88,0.373,0.393,0.522,medium,0.0,0,Moderately Active Users
SYN_00316,trial,0,18-24,tier1,12,8,0,82.76,0,0,1,22,0.337,0.93,0.381,0.227,0.267,medium,0.0,0,Moderately Active Users
SYN_00317,paid,18,18-24,tier1,7,13,13,381.73,1,1,1,8,0.42,0.93,0.464,0.674,0.884,low,0.0,0,Moderately Active Users
SYN_00318,paid,16,25-34,tier1,16,7,12,306.79,1,1,1,8,0.398,0.93,0.522,0.625,0.88,low,0.0,0,Moderately Active Users
SYN_00319,paid,112,18-24,tier1,7,17,12,531.13,1,1,1,19,0.435,1.0,0.52,0.751,0.887,low,0.0,0,Moderately Active Users
SYN_00320,paid,78,35-44,tier1,10,9,24,350.65,1,1,1,8,0.34,0.61,0.516,0.718,0.868,low,0.0,0,Moderately Active Users
SYN_00321,inactive,88,18-24,tier1,0,0,0,15.69,0,0,0,23,0.0,0.16,0.0,0.04,0.0,critical,0.9997,1,Low Activity Users
SYN_00322,paid,48,25-34,tier1,10,13,11,440.55,0,1,1,19,0.323,0.49,0.489,0.592,0.515,medium,0.0,0,Moderately Active Users
SYN_00323,inactive,86,35-44,tier1,0,2,0,6.33,0,0,0,23,0.013,0.03,0.032,0.009,0.003,critical,0.9996,1,Low Activity Users
SYN_00324,trial,0,25-34,tier1,10,3,0,10.78,0,1,1,18,0.332,0.64,0.27,0.283,0.516,high,0.0009,0,Moderately Active Users
SYN_00325,paid,21,18-24,tier1,8,7,22,140.07,0,1,1,14,0.473,0.76,0.458,0.62,0.545,medium,0.0,0,Moderately Active Users
SYN_00326,paid,51,18-24,tier3,9,14,12,359.98,0,1,1,20,0.341,0.51,0.496,0.567,0.518,medium,0.0,0,Moderately Active Users
SYN_00327,inactive,8,35-44,tier3,0,1,1,7.52,0,0,0,8,0.041,0.15,0.028,0.045,0.008,critical,1.0,1,Low Activity Users
SYN_00328,inactive,97,18-24,tier3,1,0,0,0.0,0,0,0,19,0.041,0.3,0.024,0.06,0.008,critical,0.9972,1,Low Activity Users
SYN_00329,inactive,53,18-24,tier1,1,1,0,27.58,0,0,0,11,0.013,0.14,0.034,0.042,0.003,critical,0.9997,1,Low Activity Users
SYN_00330,churned,59,18-24,tier2,0,1,0,0.0,0,0,1,8,0.172,0.45,0.041,0.09,0.234,critical,0.9709,1,Low Activity Users
SYN_00331,paid,46,18-24,tier1,11,10,12,414.19,0,1,1,17,0.322,0.54,0.468,0.601,0.514,medium,0.0,0,Moderately Active Users
SYN_00332,paid,21,35-44,tier3,8,3,11,177.06,1,0,1,1,0.476,0.63,0.327,0.339,0.645,high,0.0001,0,Moderately Active Users
SYN_00333,trial,8,18-24,tier1,11,7,0,93.33,0,1,1,21,0.305,0.89,0.343,0.375,0.511,medium,0.0,0,Moderately Active Users
SYN_00334,trial,15,35-44,tier1,11,6,2,102.29,0,1,1,17,0.374,0.85,0.352,0.394,0.525,medium,0.0,0,Moderately Active Users
SYN_00335,trial,0,25-34,tier2,5,8,1,75.51,1,0,1,19,0.24,0.72,0.25,0.193,0.598,high,0.0016,0,Moderately Active Users
SYN_00336,churned,34,18-24,tier1,0,2,0,0.0,0,0,0,10,0.123,0.35,0.048,0.07,0.025,critical,0.9987,1,Low Activity Users
SYN_00337,paid,115,18-24,tier1,11,12,14,394.7,0,1,0,21,0.308,0.52,0.509,0.609,0.312,low,0.0,0,Moderately Active Users
SYN_00338,churned,146,18-24,tier1,0,0,1,19.26,0,0,0,23,0.084,0.31,0.019,0.083,0.017,critical,0.9831,1,Low Activity Users
SYN_00339,paid,14,35-44,tier3,11,14,0,353.35,0,1,1,20,0.445,0.59,0.469,0.445,0.539,medium,0.0,0,Moderately Active Users
SYN_00340,trial,2,25-34,tier2,11,9,3,96.23,0,1,1,9,0.438,0.56,0.413,0.344,0.538,medium,0.0,0,Moderately Active Users
SYN_00341,paid,85,18-24,tier1,11,13,5,244.45,1,1,1,13,0.537,0.81,0.5,0.491,0.907,low,0.0,0,Moderately Active Users
SYN_00342,trial,27,25-34,tier2,10,9,4,103.35,0,1,1,7,0.421,0.49,0.399,0.345,0.534,medium,0.0,0,Moderately Active Users
SYN_00343,trial,16,18-24,tier1,7,5,3,44.66,1,1,0,11,0.342,0.79,0.268,0.364,0.668,high,0.0007,0,Moderately Active Users
SYN_00344,trial,0,25-34,tier2,3,3,0,22.15,0,1,0,7,0.505,0.9,0.173,0.341,0.351,high,0.0411,0,Moderately Active Users
SYN_00345,paid,84,35-44,tier3,5,12,16,350.36,0,1,1,8,0.456,0.89,0.439,0.684,0.541,low,0.0,0,Moderately Active Users
SYN_00346,churned,110,25-34,tier1,2,0,0,0.0,0,0,0,17,0.078,0.41,0.047,0.082,0.016,critical,0.9716,1,Low Activity Users
SYN_00347,trial,33,35-44,tier3,6,3,1,48.8,0,1,1,9,0.316,0.8,0.204,0.346,0.513,high,0.0013,0,Moderately Active Users
SYN_00348,paid,81,18-24,tier1,13,11,5,364.71,0,1,1,13,0.567,0.79,0.51,0.547,0.563,low,0.0,0,Moderately Active Users
SYN_00349,paid,86,18-24,tier1,6,15,9,571.59,0,1,1,18,0.452,0.91,0.456,0.719,0.54,low,0.0,0,Moderately Active Users
SYN_00350,paid,31,25-34,tier3,9,16,4,412.91,0,1,1,20,0.454,0.59,0.491,0.52,0.541,medium,0.0,0,Moderately Active Users
SYN_00351,trial,0,25-34,tier2,4,7,1,69.52,0,1,0,22,0.296,0.74,0.226,0.344,0.309,high,0.0131,0,Moderately Active Users
SYN_00352,paid,53,18-24,tier1,20,13,24,320.3,1,1,1,23,0.251,0.68,0.737,0.717,0.85,low,0.0,0,Moderately Active Users
SYN_00353,paid,86,25-34,tier2,6,8,17,284.11,1,0,1,17,0.52,0.67,0.413,0.468,0.654,medium,0.0,0,Moderately Active Users
SYN_00354,paid,112,25-34,tier2,6,12,12,259.04,1,0,1,20,0.497,0.66,0.437,0.397,0.649,medium,0.0,0,Moderately Active Users
SYN_00355,paid,18,25-34,tier2,18,6,12,332.36,0,1,1,9,0.366,0.87,0.537,0.626,0.523,low,0.0,0,Moderately Active Users
SYN_00356,paid,74,18-24,tier1,10,5,18,175.26,0,1,1,23,0.379,0.58,0.423,0.557,0.526,medium,0.0,0,Moderately Active Users
SYN_00357,paid,53,35-44,tier3,6,15,24,377.0,0,1,1,3,0.473,0.85,0.556,0.779,0.545,low,0.0,0,Moderately Active Users
SYN_00358,trial,20,18-24,tier1,6,5,5,61.82,1,0,1,19,0.17,0.7,0.238,0.227,0.584,high,0.0027,0,Moderately Active Users
SYN_00359,trial,18,25-34,tier2,8,9,5,89.14,0,1,1,5,0.419,0.5,0.37,0.351,0.534,medium,0.0,0,Moderately Active Users
SYN_00360,paid,10,25-34,tier2,18,7,11,328.42,0,1,1,9,0.388,0.87,0.549,0.612,0.528,low,0.0,0,Moderately Active Users
SYN_00361,inactive,44,18-24,tier1,1,0,0,51.91,0,0,0,13,0.07,0.07,0.028,0.04,0.014,critical,0.9999,1,Low Activity Users
SYN_00362,trial,170,35-44,tier3,0,1,1,36.64,0,1,0,7,0.0,0.31,0.021,0.242,0.25,critical,0.8747,1,Low Activity Users
